Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: left, right, away, peek, fuss, talk, distract, end, outofframe, point, instructions, preview, over_shoulder, sitting_in_lap, sitting_alone, other_posture
Time,Duration,TrackName,comment

0,0,right,(null)
2834,0,left,(null)
4000,0,left,(null)
20066,0,away,(null)
22000,0,left,(null)
23934,0,end,(null)
24000,0,right,(null)
25534,0,left,(null)
27966,0,left,(null)
31166,0,right,(null)
32833,0,left,(null)
35267,0,right,(null)
36701,0,left,(null)
42833,0,right,(null)
46166,0,left,(null)
47900,0,end,(null)
47966,0,right,(null)
51932,0,right,(null)
52266,0,left,(null)
52332,0,left,(null)
57765,0,right,(null)
60999,0,away,(null)
63832,0,left,(null)
67265,0,right,(null)
71866,0,end,(null)
71933,0,right,(null)
75433,0,left,(null)
75900,0,left,(null)
76300,0,right,(null)
78433,0,away,(null)
84067,0,left,(null)
86366,0,away,(null)
88500,0,left,(null)
90567,0,away,(null)
95833,0,end,(null)
95900,0,right,(null)
98300,0,left,(null)
99866,0,left,(null)
101567,0,right,(null)
104866,0,left,(null)
105300,0,right,(null)
106800,0,left,(null)
108567,0,right,(null)
110266,0,left,(null)
112833,0,right,(null)
115000,0,left,(null)
119800,0,end,(null)
119866,0,left,(null)
123833,0,left,(null)
124567,0,right,(null)
124567,0,right,(null)
129134,0,left,(null)
133666,0,away,(null)
134366,0,right,(null)
139533,0,left,(null)
143766,0,end,(null)
143800,0,right,(null)
146567,0,left,(null)
147800,0,left,(null)
148533,0,right,(null)
148567,0,right,(null)
149766,0,left,(null)
149766,0,left,(null)
150833,0,right,(null)
155933,0,left,(null)
158966,0,right,(null)
160899,0,left,(null)
167033,0,right,(null)
167733,0,end,(null)
167800,0,away,(null)
168800,0,right,(null)
171766,0,right,(null)
185167,0,left,(null)
185833,0,right,(null)
186766,0,left,(null)
188134,0,right,(null)
191667,0,end,(null)
191699,0,away,(null)
193134,0,right,(null)
194500,0,left,(null)
195699,0,left,(null)
196634,0,right,(null)
212399,0,left,(null)
213067,0,right,(null)
214233,0,left,(null)
215634,0,end,(null)
215701,0,left,(null)
216600,0,right,(null)
217333,0,left,(null)
219667,0,left,(null)
224667,0,away,(null)
237899,0,left,(null)
239466,0,right,(null)
239600,0,end,(null)
239634,0,right,(null)
243634,0,right,(null)
251733,0,left,(null)
253699,0,right,(null)
258667,0,away,(null)
263266,0,right,(null)
263533,0,end,(null)
263566,0,right,(null)
267567,0,right,(null)
270333,0,left,(null)
271966,0,away,(null)
278766,0,left,(null)
280766,0,away,(null)
287500,0,end,(null)
287533,0,right,(null)
289200,0,left,(null)
289734,0,right,(null)
290399,0,left,(null)
291101,0,right,(null)
291533,0,right,(null)
292134,0,left,(null)
292733,0,right,(null)
297800,0,left,(null)
298367,0,right,(null)
301100,0,left,(null)
301500,0,right,(null)
302000,0,away,(null)
311467,0,end,(null)
311533,0,right,(null)
315500,0,right,(null)
321399,0,left,(null)
324766,0,right,(null)
327566,0,left,(null)
329566,0,right,(null)
332000,0,left,(null)
333867,0,away,(null)
335467,0,end,(null)
335500,0,right,(null)
338234,0,left,(null)
339500,0,left,(null)
341066,0,right,(null)
341100,0,right,(null)
342600,0,left,(null)
342600,0,left,(null)
343500,0,away,(null)
346967,0,left,(null)
348000,0,right,(null)
351899,0,left,(null)
352600,0,right,(null)
353834,0,away,(null)
359399,0,end,(null)
359467,0,right,(null)
363433,0,right,(null)
368100,0,away,(null)
371566,0,left,(null)
383367,0,end,(null)
383433,0,right,(null)
383867,0,left,(null)
384399,0,right,(null)
386266,0,left,(null)
387234,0,right,(null)
387399,0,right,(null)
388467,0,left,(null)
389700,0,right,(null)
392200,0,away,(null)
405234,0,left,(null)
406000,0,right,(null)
407299,0,end,(null)
407367,0,right,(null)
411367,0,right,(null)
411533,0,away,(null)
411933,0,left,(null)
411933,0,left,(null)
425834,0,right,(null)
428766,0,left,(null)
430867,0,right,(null)
431266,0,end,(null)
431299,0,right,(null)
435467,0,left,(null)
435700,0,left,(null)
436933,0,away,(null)
438100,0,right,(null)
438634,0,away,(null)
443867,0,left,(null)
445734,0,away,(null)
455234,0,end,(null)
455299,0,left,(null)
459266,0,left,(null)
459666,0,right,(null)
468634,0,left,(null)
468867,0,away,(null)
476467,0,right,(null)
478000,0,away,(null)
479234,0,end,(null)
479299,0,right,(null)
483266,0,right,(null)
489766,0,left,(null)
494799,0,right,(null)
497433,0,left,(null)
499266,0,right,(null)
503066,0,end,(null)
503166,0,right,(null)
507100,0,right,(null)
520600,0,left,(null)
522134,0,right,(null)
527033,0,end,(null)
527099,0,right,(null)
531066,0,right,(null)
533467,0,away,(null)
533567,0,away,(null)
541399,0,left,(null)
542799,0,right,(null)
545634,0,away,(null)
549401,0,right,(null)
549766,0,left,(null)
551033,0,end,(null)
551166,0,right,(null)
552934,0,left,(null)
555066,0,left,(null)
560334,0,right,(null)
562933,0,left,(null)
566399,0,right,(null)
567766,0,left,(null)
574399,0,right,(null)
575033,0,end,(null)
0,0,over_shoulder,(null)
471033,0,other_posture,being held in 2 hands
476200,0,over_shoulder,(null)
512801,0,other_posture,being held in 2 hands
520801,0,over_shoulder,(null)
535601,0,other_posture,being held in 2 hands
542801,0,over_shoulder,(null)
568327,0,other_posture,being held in 2 hands
