Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: left, right, away, end, peek, talk, point, fuss, instructions, preview, outofframe, over_shoulder, sitting_in_lap, sitting_alone, other_posture
Time,Duration,TrackName,comment

0,0,left,(null)
101666,0,right,(null)
104699,0,away,(null)
107266,0,left,(null)
108134,0,away,(null)
110634,0,right,(null)
111300,0,away,(null)
111833,3100,fuss,(null)
11800,0,left,(null)
119400,0,end,(null)
119433,0,right,(null)
122266,1767,fuss,(null)
123833,0,left,(null)
126567,0,away,(null)
127967,1033,fuss,(null)
128567,0,left,(null)
129067,0,right,(null)
130000,0,away,(null)
13040,1326,fuss,(null)
130867,834,fuss,(null)
131600,0,right,(null)
132067,0,away,(null)
133833,0,right,(null)
13399,0,away,(null)
134000,0,left,(null)
134466,1834,fuss,(null)
135800,0,away,(null)
138100,0,left,(null)
138399,0,away,(null)
139266,0,right,(null)
141134,0,away,(null)
142466,0,right,(null)
143266,0,end,(null)
143300,0,left,(null)
144766,0,away,(null)
145667,4734,fuss,(null)
146067,0,left,(null)
146766,0,away,(null)
148134,0,right,(null)
148766,0,away,(null)
152600,14467,fuss,(null)
155399,0,right,(null)
155934,0,left,(null)
157266,0,right,(null)
157867,0,away,(null)
16000,0,left,(null)
166167,0,right,(null)
167067,0,end,(null)
167167,0,away,(null)
167966,0,right,(null)
169333,0,left,(null)
172567,0,away,(null)
174533,0,right,(null)
175067,0,left,(null)
176167,0,away,(null)
177233,0,right,(null)
178000,1134,fuss,(null)
178800,0,away,(null)
183934,0,left,(null)
18634,0,right,(null)
186533,0,right,(null)
186800,0,left,(null)
189800,0,right,(null)
190934,0,end,(null)
190966,0,away,(null)
19367,0,away,(null)
194201,2300,fuss,(null)
194567,0,left,(null)
195500,0,away,(null)
200733,0,right,(null)
200966,0,away,(null)
201699,0,right,(null)
202500,0,away,(null)
205699,0,left,(null)
208800,0,away,(null)
211766,0,right,(null)
212333,0,away,(null)
213300,0,right,(null)
213833,0,left,(null)
214634,0,end,(null)
214667,0,right,(null)
215733,0,away,(null)
219899,0,right,(null)
220500,0,away,(null)
221399,1934,fuss,(null)
221966,0,right,(null)
222367,0,away,(null)
225800,0,left,(null)
226033,0,right,(null)
226100,1200,fuss,(null)
227300,0,away,(null)
22934,0,left,(null)
231833,3290,fuss,(null)
232167,0,right,(null)
232766,0,away,(null)
233934,0,right,(null)
234567,0,away,(null)
235300,0,left,(null)
236699,0,away,(null)
23799,0,end,(null)
238033,0,right,(null)
238533,0,end,(null)
238800,0,away,(null)
239500,0,right,(null)
240333,1467,fuss,(null)
241466,0,away,(null)
242067,0,left,(null)
243399,0,away,(null)
244033,3134,fuss,(null)
244833,0,left,(null)
245600,0,away,(null)
249367,7500,fuss,(null)
250934,0,left,(null)
251833,0,away,(null)
254899,0,left,(null)
256533,0,right,(null)
257666,0,away,(null)
259933,1701,fuss,(null)
260234,0,right,(null)
260566,0,away,(null)
262467,0,end,(null)
263467,0,right,(null)
264799,0,away,(null)
264799,2802,fuss,(null)
267266,0,right,(null)
267666,0,away,(null)
272399,0,left,(null)
273533,0,away,(null)
284000,0,left,(null)
28500,0,away,(null)
285066,0,away,(null)
286033,0,right,(null)
286367,0,end,(null)
286566,0,left,(null)
288066,0,away,(null)
29066,0,right,(null)
293600,0,right,(null)
29634,0,left,(null)
296500,0,away,(null)
298100,0,right,(null)
301867,0,away,(null)
30200,0,away,(null)
30301,1532,fuss,(null)
310266,0,end,(null)
310299,0,right,(null)
311533,0,left,(null)
313967,0,right,(null)
