Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: left, right, away, peek, fuss, talk, distract, end, outofframe, point, over_shoulder, sitting_in_lap, sitting_alone, other_posture
Time,Duration,TrackName,comment

0,0,right,(null)
101467,0,right,(null)
103900,0,left,(null)
10500,0,right,(null)
107967,0,right,(null)
119900,0,end,(null)
119933,0,left,(null)
120300,0,right,(null)
124366,0,left,(null)
12661,0,left,(null)
129367,0,right,(null)
13399,0,away,(null)
134367,0,left,(null)
135167,0,away,(null)
136300,0,left,(null)
138533,0,away,(null)
139355,0,left,(null)
140067,0,right,(null)
143833,0,end,(null)
143867,0,left,(null)
144233,0,right,(null)
145167,0,left,(null)
148667,0,away,(null)
15000,0,right,(null)
150100,0,left,(null)
150500,0,away,(null)
152266,0,right,(null)
153466,0,away,(null)
156300,0,left,(null)
156634,0,away,(null)
15699,0,away,(null)
158567,0,left,(null)
161005,0,away,(null)
161667,0,left,(null)
166800,0,away,(null)
167833,0,end,(null)
167867,0,left,(null)
168199,0,right,(null)
169067,0,away,(null)
17034,0,left,(null)
171667,0,left,(null)
173266,0,distract,(null)
176134,0,right,(null)
177300,0,left,(null)
177634,0,away,(null)
17934,0,right,(null)
179703,0,left,(null)
181533,0,right,(null)
182800,0,left,(null)
183300,0,right,(null)
184966,0,left,(null)
189399,0,away,(null)
190266,0,left,(null)
19034,0,left,(null)
191800,0,end,(null)
194233,0,right,(null)
195800,0,left,(null)
212500,0,away,(null)
213266,0,left,(null)
215800,0,end,(null)
224833,0,right,(null)
225667,0,left,(null)
226699,0,away,(null)
228033,0,right,(null)
229167,0,left,(null)
230766,0,right,(null)
232634,0,left,(null)
237643,0,away,(null)
23934,0,end,(null)
239466,0,right,(null)
239766,0,end,(null)
239800,0,left,(null)
240899,0,right,(null)
24299,0,right,(null)
25566,0,left,(null)
263433,0,left,(null)
263734,0,end,(null)
264467,0,right,(null)
27566,0,right,(null)
28367,0,away,(null)
287700,0,end,(null)
287734,0,left,(null)
288334,0,right,(null)
29166,0,left,(null)
30000,0,right,(null)
306634,0,left,(null)
308033,0,right,(null)
308666,0,left,(null)
309700,0,right,(null)
311666,0,end,(null)
311700,0,left,(null)
312766,0,right,(null)
313967,0,left,(null)
31767,0,left,(null)
327700,0,away,(null)
328334,0,left,(null)
329533,0,away,(null)
331097,0,left,(null)
331266,0,right,(null)
331766,0,left,(null)
341967,0,right,(null)
342399,0,left,(null)
344467,0,right,(null)
345215,0,left,(null)
348100,0,away,(null)
348899,0,right,(null)
359600,0,end,(null)
359766,0,left,(null)
361433,0,right,(null)
367,0,away,(null)
367600,0,left,(null)
369334,0,away,(null)
370063,0,left,(null)
373266,0,away,(null)
374134,0,right,(null)
375634,0,left,(null)
376399,0,away,(null)
377997,0,left,(null)
378134,0,right,(null)
379571,0,left,(null)
381234,0,right,(null)
383533,0,end,(null)
383566,0,right,(null)
383734,0,left,(null)
385200,0,away,(null)
387237,0,right,(null)
390000,0,left,(null)
391899,0,away,(null)
392600,0,left,(null)
395533,0,away,(null)
4000,0,left,(null)
404334,0,right,(null)
407566,0,end,(null)
407600,0,left,(null)
407634,0,right,(null)
408600,0,left,(null)
410794,0,right,(null)
411634,0,left,(null)
419933,0,right,(null)
421961,0,left,(null)
427500,0,right,(null)
430834,0,left,(null)
431566,0,end,(null)
432299,0,right,(null)
448367,0,away,(null)
449766,0,right,(null)
452634,0,away,(null)
454899,0,right,(null)
455566,0,end,(null)
455600,0,left,(null)
47900,0,end,(null)
479533,0,end,(null)
479566,0,left,(null)
480399,0,right,(null)
482601,0,left,(null)
483666,0,right,(null)
484634,0,left,(null)
486467,0,right,(null)
487399,0,left,(null)
488967,0,right,(null)
489700,0,left,(null)
490734,0,right,(null)
492234,0,left,(null)
493266,0,right,(null)
494467,0,left,(null)
496000,0,right,(null)
497299,0,left,(null)
498500,0,right,(null)
500867,0,left,(null)
503500,0,end,(null)
503533,0,left,(null)
503766,0,right,(null)
510234,0,left,(null)
510834,0,away,(null)
517033,0,right,(null)
52367,0,right,(null)
526900,0,left,(null)
527466,0,end,(null)
528000,0,right,(null)
528400,0,left,(null)
53234,0,left,(null)
533166,0,right,(null)
534333,0,left,(null)
53766,0,right,(null)
538234,0,right,(null)
539867,0,left,(null)
5434,0,away,(null)
544700,0,right,(null)
545599,0,left,(null)
549299,0,right,(null)
551133,0,left,(null)
551434,0,end,(null)
551466,0,away,(null)
553234,0,right,(null)
554033,0,left,(null)
554934,0,away,(null)
555500,0,left,(null)
558333,0,right,(null)
560633,0,away,(null)
561500,0,left,(null)
563700,0,away,(null)
564700,0,left,(null)
565367,0,away,(null)
570000,0,right,(null)
570466,0,left,(null)
571466,0,away,(null)
57433,0,left,(null)
575408,0,end,(null)
62466,0,right,(null)
6434,0,left,(null)
64666,0,distract,(null)
67766,0,right,(null)
67967,0,left,(null)
6800,0,right,(null)
68833,0,distract,(null)
71900,0,end,(null)
72500,0,right,(null)
73300,0,away,(null)
74634,0,right,(null)
75009,0,left,(null)
75433,0,right,(null)
76500,0,away,(null)
80819,0,right,(null)
82552,0,left,(null)
83199,0,away,(null)
8366,0,left,(null)
84666,0,right,(null)
85433,0,left,(null)
86666,0,right,(null)
90000,0,left,(null)
91400,0,away,(null)
93363,0,left,(null)
95033,0,right,(null)
95900,0,end,(null)
96000,0,left,(null)
96666,0,right,(null)
97666,0,left,(null)
98300,0,away,(null)
99134,0,left,(null)
0,0,over_shoulder,(null)
