Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: left, right, away, outofframe, end, peek, talk, fuss, point, preview, Instructions, over_shoulder, sitting_in_lap, sitting_alone, other_posture
Time,Duration,TrackName,comment

0,0,right,(null)
100333,0,left,(null)
101366,0,away,(null)
103533,0,right,(null)
10866,0,right,(null)
108866,0,away,(null)
110300,0,right,(null)
114400,0,left,(null)
115734,0,away,(null)
119567,0,end,(null)
119599,0,left,(null)
12047,0,away,(null)
122286,0,right,(null)
122634,0,left,(null)
125361,0,right,(null)
126634,0,left,(null)
126866,0,right,(null)
129600,0,away,(null)
135800,0,right,(null)
139033,0,left,(null)
141533,0,right,(null)
142667,0,left,(null)
143600,0,end,(null)
143634,0,right,(null)
149134,0,left,(null)
152134,0,right,(null)
155233,0,away,(null)
156367,0,right,(null)
157266,0,away,(null)
158434,0,right,(null)
160867,0,away,(null)
163159,0,right,(null)
164466,0,away,(null)
165067,0,right,(null)
165667,0,left,(null)
166567,0,right,(null)
167600,0,end,(null)
167667,0,right,(null)
17523,0,left,(null)
175766,0,left,(null)
191500,0,end,(null)
191533,0,right,(null)
195067,0,left,(null)
206233,0,right,(null)
209533,0,left,(null)
212600,0,away,(null)
213300,0,right,(null)
215533,0,end,(null)
219266,0,left,(null)
223500,0,right,(null)
224033,0,away,(null)
227766,0,right,(null)
231600,0,left,(null)
232934,0,right,(null)
234266,0,away,(null)
235100,0,right,(null)
235867,0,away,(null)
236699,0,right,(null)
23867,0,end,(null)
23899,0,right,(null)
239500,0,end,(null)
262334,0,left,(null)
263433,0,end,(null)
263467,0,right,(null)
265334,0,left,(null)
268266,0,right,(null)
277566,0,left,(null)
285033,0,right,(null)
286799,0,left,(null)
287367,0,end,(null)
287399,0,right,(null)
305700,0,left,(null)
311299,0,end,(null)
311334,0,right,(null)
31534,0,left,(null)
315933,0,left,(null)
316634,0,away,(null)
320467,0,left,(null)
322367,0,away,(null)
325166,0,right,(null)
328100,0,left,(null)
331100,0,away,(null)
335266,0,end,(null)
335299,0,right,(null)
345266,0,left,(null)
350834,0,away,(null)
352433,0,right,(null)
354867,0,away,(null)
358899,0,right,(null)
359166,0,end,(null)
361700,0,left,(null)
368533,0,right,(null)
378433,0,left,(null)
383066,0,end,(null)
383100,0,right,(null)
384700,0,left,(null)
388399,0,away,(null)
389266,0,left,(null)
394899,0,right,(null)
407033,0,end,(null)
412467,0,left,(null)
42867,0,right,(null)
429399,0,right,(null)
430166,0,left,(null)
431000,0,end,(null)
431033,0,right,(null)
438066,0,left,(null)
4389,0,left,(null)
442700,0,right,(null)
44400,0,left,(null)
450000,0,left,(null)
452867,0,right,(null)
457566,0,left,(null)
460166,0,right,(null)
467734,0,left,(null)
470234,0,right,(null)
471766,0,left,(null)
476834,0,right,(null)
47867,0,end,(null)
478933,0,end,(null)
47900,0,right,(null)
481100,0,left,(null)
497299,0,away,(null)
498467,0,left,(null)
500734,0,right,(null)
502867,0,end,(null)
506666,0,left,(null)
511033,0,right,(null)
51133,0,left,(null)
51599,0,right,(null)
517166,0,away,(null)
519067,0,right,(null)
522067,0,left,(null)
52234,0,left,(null)
526799,0,end,(null)
526833,0,right,(null)
55400,0,away,(null)
555166,0,left,(null)
557567,0,right,(null)
563033,0,left,(null)
563666,0,right,(null)
566966,0,left,(null)
57200,0,right,(null)
573900,0,right,(null)
574267,0,left,(null)
574666,0,end,(null)
62034,0,left,(null)
62833,0,away,(null)
66769,0,left,(null)
67467,0,right,(null)
67833,0,left,(null)
6869,0,away,(null)
69067,0,right,(null)
71734,0,end,(null)
71766,0,right,(null)
74933,0,left,(null)
81234,0,right,(null)
88967,0,left,(null)
95599,0,end,(null)
95634,0,right,(null)
97833,0,left,(null)
99366,0,away,(null)
0,0,over_shoulder,(null)
