Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: left, right, away, peek, fuss, talk, distract, end, outofframe, point, over_shoulder, sitting_in_lap, sitting_alone, other_posture
Time,Duration,TrackName,comment

0,0,right,(null)
100099,0,left,(null)
100333,0,right,(null)
110166,0,away,(null)
111734,0,right,(null)
112433,0,away,(null)
113266,0,right,(null)
113766,0,left,(null)
114500,0,away,(null)
115234,0,right,(null)
117967,0,left,(null)
118333,0,right,(null)
119866,0,end,(null)
119900,0,left,(null)
124300,0,right,(null)
12540,0,right,(null)
128966,0,left,(null)
130766,0,away,(null)
132567,0,left,(null)
134368,0,right,(null)
135071,0,away,(null)
136667,0,right,(null)
138434,0,away,(null)
139199,0,left,(null)
13967,0,away,(null)
143833,0,end,(null)
143867,0,right,(null)
148199,0,left,(null)
149167,0,right,(null)
151100,0,left,(null)
151899,0,right,(null)
153800,0,left,(null)
154867,0,right,(null)
15500,0,right,(null)
156667,0,away,(null)
156800,0,left,(null)
157699,0,right,(null)
160699,0,left,(null)
161233,0,right,(null)
162533,0,away,(null)
163634,0,right,(null)
167800,0,end,(null)
167833,0,right,(null)
170367,0,left,(null)
172199,0,right,(null)
1733,0,right,(null)
17370,0,left,(null)
174533,0,left,(null)
176600,0,right,(null)
177522,0,away,(null)
178567,0,right,(null)
178833,0,left,(null)
179478,0,right,(null)
182867,0,left,(null)
18824,0,right,(null)
189367,0,right,(null)
190634,0,left,(null)
191766,0,end,(null)
191800,0,right,(null)
199367,0,left,(null)
202466,0,right,(null)
204966,0,left,(null)
20566,0,away,(null)
205699,0,right,(null)
207367,0,left,(null)
208500,0,right,(null)
214367,0,left,(null)
214667,0,right,(null)
215766,0,end,(null)
215800,0,right,(null)
22166,0,right,(null)
226833,0,away,(null)
227476,0,left,(null)
227699,0,right,(null)
228100,0,left,(null)
235867,0,away,(null)
236798,0,right,(null)
23700,0,left,(null)
238233,0,left,(null)
23934,0,end,(null)
239420,0,right,(null)
23971,0,right,(null)
239766,0,end,(null)
248434,0,left,(null)
249733,0,right,(null)
25005,0,away,(null)
252600,0,left,(null)
255199,0,right,(null)
257533,0,away,(null)
258967,0,right,(null)
260134,0,left,(null)
260600,0,away,(null)
261601,0,right,(null)
262467,0,left,(null)
263734,0,end,(null)
269666,0,right,(null)
271334,0,left,(null)
273566,0,right,(null)
274467,0,left,(null)
2749,0,left,(null)
275899,0,right,(null)
276700,0,left,(null)
277834,1309,outofframe,(null)
279274,0,right,(null)
